sample_id,region,date_start,date_end,flood_label,severity,longitude,latitude,VV_mean,VV_std,VV_min,VV_max,VH_mean,VH_std,VH_min,VH_max,VV_stdDev_mean,VH_stdDev_mean,precipitation_sum,precipitation_mean,precipitation_max,water_occurrence_mean,elevation_mean,slope_mean,region_Jonglei_Flood_Prone,region_Unity_Flood_Prone,region_Upper_Nile_Flood_Prone
72,Jonglei,2022-07-15,2022-10-31,1,very_high,32.9869184912979,6.173455531695418,-10.316797974328622,1.0989035747460285,-12.650074871871578,-8.882462863042463,-15.016776592552297,1.333464992315497,-18.117572078516606,-13.606081463064866,1.0989035747460285,1.333464992315497,557.440368950367,5.161484718322754,53.93657302856445,0.0,427.34267343485624,2.15857589152541,1,0,0
73,Jonglei,2022-07-15,2022-10-31,1,very_high,33.03851083485502,7.503056346513992,-7.73219496859988,0.7106523003000482,-8.876271635374229,-6.596422672045997,-12.919034605671337,0.8508528732703137,-14.398110539871293,-11.677031622468348,0.7106523003000482,0.8508528732703137,607.8799153268337,5.6285176277160645,40.82960510253906,0.0,414.6438149664763,1.5993062031962135,1,0,0
74,Jonglei,2022-07-15,2022-10-31,1,very_high,32.334800119607394,7.732966117288479,-8.41656550664059,2.58574473280226,-12.237089334462771,-5.464701821321335,-15.859005068011024,0.7564411910421587,-17.033873707296337,-14.662180252502402,2.58574473280226,0.7564411910421587,549.2264207601547,5.085429668426514,28.400957107543945,0.0,412.31285079513555,2.69723458730412,1,0,0
75,Jonglei,2022-07-15,2022-10-31,1,very_high,32.008988939338366,7.892659297201646,-8.229951864748891,1.1777740268021077,-10.645159439513007,-6.745727432732013,-14.118330300154202,1.236852416366421,-16.787914103219524,-12.60310320972995,1.1777740268021077,1.236852416366421,462.0514752268791,4.278254508972168,31.38851547241211,0.0,411.0715955476434,2.725070418398939,1,0,0
76,Jonglei,2022-07-15,2022-10-31,1,very_high,33.29918494834089,7.863208504085354,-8.416769780353698,0.7591495488022769,-9.746945160486941,-7.294869927760069,-14.147292119983835,0.5907090537199862,-15.07095425085935,-13.226389657948816,0.7591495488022769,0.5907090537199862,539.7475194334984,4.99766206741333,40.35702133178711,0.0,412.2895026730034,1.9365451261109403,1,0,0
77,Jonglei,2022-07-15,2022-10-31,1,very_high,32.14319661856954,7.735280969289125,-10.15224037722056,1.9371144647982985,-13.183855527876442,-5.600038272082851,-15.522826257683038,1.274229139134508,-17.942453741227997,-13.340067678117228,1.9371144647982985,1.274229139134508,496.6599639058113,4.598703384399414,36.68666076660156,0.0,412.71879370589994,2.6061453281365,1,0,0
78,Jonglei,2022-07-15,2022-10-31,1,very_high,32.10198837349916,7.079330742676948,-11.590732845491429,1.5857678151916266,-14.55699943905957,-8.19549313933746,-16.237274420756904,1.5139599095908218,-18.907072705145346,-13.372047970032712,1.5857678151916266,1.5139599095908218,550.3189843297005,5.095546245574951,38.58949279785156,0.0,420.8699196512216,1.9251435521616644,1,0,0
79,Unity,2022-07-15,2022-10-31,1,very_high,29.67420108338255,9.335802198580813,-8.53897808678778,0.7770007340259556,-9.650509481431275,-7.303367115042604,-13.356618844547077,0.9600286549487619,-14.892059475498863,-11.953854220900674,0.7770007340259556,0.9600286549487619,541.7404004335403,5.016114711761475,30.378755569458008,0.0,397.4749529780562,2.0556287314512227,0,1,0
80,Unity,2022-07-15,2022-10-31,1,very_high,29.89877694075011,8.592772923037405,-7.558863462702074,0.8975809840933555,-9.064611335986122,-6.32132904591066,-13.767075258454176,0.8643837789412154,-15.058973467562833,-12.458356438895295,0.8975809840933555,0.8643837789412154,510.59477949142456,4.727729320526123,24.35708999633789,0.0,394.74553156735095,2.155614753211844,0,1,0
81,Unity,2022-07-15,2022-10-31,1,very_high,30.56731300673816,7.647225626866018,-14.583277020162777,2.3835514393632136,-17.428819003580145,-10.734318164600678,-20.329563743134514,2.4980049652653076,-23.114575257809893,-16.127601622678412,2.3835514393632136,2.4980049652653076,401.67728984355927,3.7192342281341553,17.102516174316406,31.160428994082682,405.8506495258999,1.424514712732198,0,1,0
82,Unity,2022-07-15,2022-10-31,1,very_high,30.141391991446454,8.328505149415149,-8.815958156051137,1.1342991152156494,-11.11379868301922,-6.935279718719309,-15.091297206955016,1.2375110421658861,-17.408422053574604,-12.865229531886014,1.1342991152156494,1.2375110421658861,467.8349512716135,4.331804911295573,23.285122553507488,0.0,396.62790603683305,2.054094500649032,0,1,0
83,Unity,2022-07-15,2022-10-31,1,very_high,30.631880263192446,8.31863916533463,-7.767540666575761,1.248002423822567,-9.972749421143073,-6.041332340447604,-15.877234257063868,1.381521539370649,-17.99134916918066,-13.762750759705819,1.248002423822567,1.381521539370649,441.7223587274552,4.090021800994873,26.352472686767577,0.0,400.8590834586974,1.464036473426896,0,1,0
84,Unity,2022-07-15,2022-10-31,1,very_high,29.817999856056073,9.061409243078053,-9.102817716964507,1.1076844182566863,-10.98715057592106,-7.629236602294928,-16.452921886551422,0.9106154476945755,-17.774971923632734,-15.005257463080227,1.1076844182566863,0.9106154476945755,540.1633725166321,5.00151252746582,27.619604110717773,0.0,394.3834959506276,2.2009165072220878,0,1,0
85,Unity,2022-07-15,2022-10-31,1,very_high,30.931539243215454,9.045033998901935,-7.505758432416356,0.7903504774692797,-8.717952840754833,-6.288070014560497,-14.467171832298531,0.8699577938519197,-15.775550316451406,-13.083152734568475,0.7903504774692797,0.8699577938519197,473.7849989235401,4.386898040771484,22.162561416625977,0.0,401.49134295177754,1.5998652089327785,0,1,0
86,Unity,2022-07-15,2022-10-31,1,very_high,29.938004558345966,7.5081876950157245,-7.790115060881195,1.500197845027583,-10.687562282690406,-5.99716128071769,-15.194047118791278,0.7941597478229753,-16.61394449492708,-14.133902277951147,1.500197845027583,0.7941597478229753,519.0782099962234,4.80627965927124,19.667694091796875,0.0,404.07142503588614,2.1902830475029496,0,1,0
87,Unity,2022-07-15,2022-10-31,1,very_high,31.240707500105763,8.713349206331436,-7.54878421402404,1.051044159523283,-9.206936167318247,-5.7858593548209365,-14.192776971150519,0.7837256045463886,-15.438130182574813,-12.965038700318193,1.051044159523283,0.7837256045463886,528.6120580037434,4.894556045532227,34.9543800354004,0.0,403.99943924059704,1.8123660518873632,0,1,0
88,Upper_Nile,2022-07-15,2022-10-31,1,very_high,31.600401525147618,8.730534385689912,-7.607974965142722,0.8724703258174038,-8.9121498039227,-6.199779286373526,-12.940448303995042,0.859623029857142,-14.289459772428152,-11.608407181456595,0.8724703258174038,0.859623029857142,543.026871740818,5.028026580810547,23.312936782836914,0.0,405.5993656888824,1.8917875369778803,0,0,1
89,Upper_Nile,2022-07-15,2022-10-31,1,very_high,31.86353948499494,9.073366440169638,-7.994694413799632,0.8340388233900256,-9.242205652066295,-6.659677982811163,-13.63864014009656,0.9673976938306548,-15.141731045328147,-12.125298572193222,0.8340388233900256,0.9673976938306548,554.3743880242109,5.133096218109131,32.668487548828125,0.0,402.06066690570054,1.6378095044181757,0,0,1
90,Upper_Nile,2022-07-15,2022-10-31,1,very_high,33.8992370581597,9.15426639255472,-7.876830580982443,0.7018773281103596,-9.007661369869396,-6.8043471461643685,-14.218582667183806,0.9515453496288108,-15.67334458311439,-12.556767370474224,0.7018773281103596,0.9515453496288108,539.9926829338074,4.999932289123535,26.601438522338867,0.0,472.86916800709764,1.9209650800240903,0,0,1
91,Upper_Nile,2022-07-15,2022-10-31,1,very_high,32.54269066686997,9.670317138295673,-9.814522345305692,1.0176632828322325,-11.708934532451512,-8.433145463219468,-15.584839824958019,1.0233948003438968,-17.74854864083186,-14.330241247568233,1.0176632828322325,1.0233948003438968,543.2353640049696,5.029957294464111,31.78784942626953,0.0,395.63088665586935,1.7719908652964431,0,0,1
92,Upper_Nile,2022-07-15,2022-10-31,1,very_high,33.049475212116576,10.491235335108192,-8.099248306529491,1.1470619431784432,-10.14070882236159,-6.50608598612193,-14.241195407814027,1.0009078523632013,-16.186522371658665,-12.893960180365008,1.1470619431784432,1.0009078523632013,551.2191884703934,5.103881359100342,23.4011173248291,0.0,397.39746971015444,2.799722107186318,0,0,1
93,Unity,2022-05-01,2022-07-31,1,high,30.402256474522165,8.93975875927859,-9.275248085520257,1.7997193210979106,-13.20712556681248,-6.566785966003607,-17.381486216644376,1.3900936759638667,-20.0834415978577,-14.842079283262997,1.7997193210979106,1.3900936759638667,344.45238190037867,3.785190922873361,24.13610104152135,0.0,400.55301148641996,1.4294306714101654,0,1,0
94,Unity,2022-05-01,2022-07-31,1,high,30.64913525377117,8.158342753564346,-10.311902575702183,0.8963726058555492,-11.682551088317345,-9.010145774094829,-15.823632997454338,0.7511934639936232,-17.005882317804115,-14.729513673727043,0.8963726058555492,0.7511934639936232,340.52449491620064,3.742027521133423,27.247068405151367,12.918918918918918,402.4516344978789,1.5185355444580475,0,1,0
95,Unity,2022-05-01,2022-07-31,1,high,30.04985206359443,8.353518418135334,-10.635413174556097,1.2543866737977034,-12.375755090371898,-8.443201471081606,-15.69589001366905,0.9472953432585267,-17.150649500619995,-14.202299731940979,1.2543866737977034,0.9472953432585267,346.7838487625122,3.810811489820481,28.111953735351562,0.0,393.9328818674162,1.8083133656610235,0,1,0
96,Unity,2022-05-01,2022-07-31,1,high,31.480274265077828,8.821271603782833,-8.592692890154837,1.2223291527745195,-10.11988176340614,-6.497498894069012,-13.75322833436518,1.3358813485190788,-15.308696745539326,-11.357320302783924,1.2223291527745195,1.3358813485190788,371.1560658812523,4.078638076782227,26.893930435180664,0.0,402.686776003337,1.964902412548378,0,1,0
97,Unity,2022-05-01,2022-07-31,1,high,30.965433461596284,8.285934122588655,-7.979534254216895,0.7988820067191742,-9.17336488040438,-6.801240441873651,-16.471832659161173,3.034982447038668,-21.601525978046915,-13.30215757948161,0.7988820067191742,3.034982447038668,355.07766020298004,3.9019522666931152,29.161916732788086,9.0,402.45656284386166,1.5982123779904147,0,1,0
98,Unity,2022-05-01,2022-07-31,1,high,30.68065781541482,8.867958542001372,-9.41137032859287,0.9734375778482875,-10.789316797158731,-7.89209618661223,-14.737398618108962,0.7413814804242785,-15.837271631907667,-13.551831626197588,0.9734375778482875,0.7413814804242785,341.052606344223,3.747830867767334,24.65997886657715,0.0,399.7265527957274,1.5185246062612017,0,1,0
99,Unity,2022-05-01,2022-07-31,1,high,30.18600401069707,8.734963345428724,-8.634924268407657,0.8641874704686613,-10.121353264903835,-7.410527355222097,-15.11138705510615,1.106825645702294,-16.7537221207599,-13.34719084041436,0.8641874704686613,1.106825645702294,334.8888689412011,3.680097368028429,23.654909345838757,0.0,397.69774546041765,1.9580733637187573,0,1,0
100,Unity,2022-05-01,2022-07-31,1,high,30.889169075893303,8.20751675715396,-14.11254471331576,1.3420765262469498,-16.122357254211636,-12.057576181293822,-23.351488864548042,1.3003621523320958,-25.237172739788466,-21.331596144729858,1.3420765262469498,1.3003621523320958,340.8276369571686,3.74535870552063,28.66425895690918,0.0,401.6906645463,1.4582647949828422,0,1,0
101,Jonglei,2022-05-01,2022-07-31,1,high,32.12238344863535,7.872793925448711,-11.315144203372826,1.7541535672814765,-13.945797124464438,-8.1470151028904,-17.99024504705745,2.675069493867568,-22.68203908225843,-13.436251891832875,1.7541535672814765,2.675069493867568,361.7050106525421,3.974780321121216,26.966079711914062,0.0,412.58679878076197,2.3932931139307256,1,0,0
102,Jonglei,2022-05-01,2022-07-31,1,high,32.42059701798791,8.393105933580188,-10.498338081466791,2.381472547020256,-14.359530335399546,-6.616861538930105,-18.923640782883137,3.1927054188644304,-23.215683653652206,-14.209010321689533,2.381472547020256,3.1927054188644304,413.04183626174927,4.538921356201172,38.13198471069336,0.0,403.4695409705041,1.5922815601981977,1,0,0
103,Jonglei,2022-05-01,2022-07-31,1,high,32.74591657757266,6.522126538470901,-10.065742671375208,1.5110392215873725,-12.620583550400937,-8.111275045118164,-15.436179846171505,1.1575047742945113,-17.26495694430193,-13.930824983728588,1.5110392215873725,1.1575047742945113,352.21651775836943,3.8705112457275392,47.72911834716797,0.0,426.18688731568744,2.7680761408944545,1,0,0
104,Jonglei,2022-05-01,2022-07-31,1,high,32.475223773384585,8.320338154914728,-9.878196823966261,1.0254023768335865,-11.288955781403434,-8.409409243153643,-15.249639770143274,1.1913440319509094,-16.861639600326686,-13.484932767341608,1.0254023768335865,1.1913440319509094,413.3611512184143,4.542430400848389,34.4873046875,0.0,404.6644629880803,1.259616566231546,1,0,0
105,Jonglei,2022-05-01,2022-07-31,1,high,33.08105298447944,6.846339537740231,-9.232626762089117,0.6769516969003583,-10.235225254939072,-8.262602857070565,-14.704875245065738,0.7931316874443569,-15.915865590348877,-13.595458385567445,0.6769516969003583,0.7931316874443569,416.2520830631256,4.5741987228393555,47.434173583984375,0.0,422.2214140540147,2.082484168062797,1,0,0
106,Jonglei,2022-05-01,2022-07-31,1,high,32.437308811949286,6.7731964906916575,-11.190450511795088,1.2791690764234536,-12.911636972058792,-9.402604220759684,-16.982747655572098,1.6689763658848762,-20.005489174532517,-15.146255166448153,1.2791690764234536,1.6689763658848762,334.80002546310425,3.679121255874634,28.23921775817871,0.0,423.95695144869745,2.4377333730300315,1,0,0
107,Jonglei,2022-05-01,2022-07-31,1,high,33.05605470783005,6.16750881157092,-10.570706767340715,1.2873278095091591,-12.232834454579628,-8.667665924587855,-16.293661982733102,1.6443758458092879,-18.380319409006656,-13.866429429718456,1.2873278095091591,1.6443758458092879,389.27247219085694,4.277719402313233,47.994171142578125,0.0,428.04692780788497,2.53879072509105,1,0,0
108,Jonglei,2022-05-01,2022-07-31,1,high,33.47043784071345,6.194099798877457,-9.704660305654206,0.9470996690480568,-11.013134521497069,-8.302785654721964,-15.24645687508764,1.18433614152126,-17.163467938252204,-13.721080927946158,0.9470996690480568,1.18433614152126,461.90846663713455,5.0759172439575195,50.59911346435547,0.0,420.89735595361606,2.1047489215383917,1,0,0
109,Jonglei,2022-05-01,2022-07-31,1,high,32.898594747505655,7.340517100624838,-11.00843952591129,1.1827936491407043,-12.699535218535617,-9.330645524509736,-17.305976674035115,1.5208443348836738,-19.53673688135806,-14.755551636405071,1.1827936491407043,1.5208443348836738,408.57146763801575,4.489796161651611,37.62313461303711,0.0,415.7524229233535,2.234911685245648,1,0,0
110,Jonglei,2022-05-01,2022-07-31,1,high,32.374546065426856,6.992592994469481,-10.996820879159348,1.639758514219615,-13.565707291949247,-8.930328216031983,-17.831927254036717,2.1384118461363797,-20.707962262656444,-15.123898755032002,1.639758514219615,2.1384118461363797,346.02694696187973,3.8024938106536865,45.148563385009766,0.0,420.8702943759994,1.98712541400029,1,0,0
111,Jonglei,2021-07-01,2021-09-30,1,high,32.27020079125373,7.299775448974242,-10.690964568796899,1.1918943124216759,-12.581184036639119,-8.755589081176652,-16.012025767966563,0.9440308016607667,-17.5808518544907,-14.333858499947159,1.1918943124216759,0.9440308016607667,460.9461045265198,5.065341949462891,33.68569564819336,0.0,417.3324255096942,1.8937819935152176,1,0,0
112,Jonglei,2021-07-01,2021-09-30,1,high,32.39616847605878,6.398208357528412,-11.135356224163614,1.6142592259387765,-13.840454771795512,-8.981341108925617,-17.149017921876872,1.6362777554907035,-19.897046394908568,-14.914718401600792,1.6142592259387765,1.6362777554907035,438.7750196456909,4.8217034339904785,29.52783966064453,0.0,429.6953441067295,2.040345503685877,1,0,0
113,Jonglei,2021-07-01,2021-09-30,1,high,32.97597166601714,7.375601606859443,-7.986935719833286,0.7766499385100518,-9.320137171730199,-6.752651299567397,-13.573490513553729,0.7894837686528965,-14.862990925698503,-12.18623612382136,0.7766499385100518,0.7894837686528965,463.03990411758423,5.088350772857666,36.97681427001953,19.1972049689441,414.38438376264185,1.6143303329250132,1,0,0
114,Jonglei,2021-07-01,2021-09-30,1,high,32.72588828896865,8.19659292950089,-8.210388184723666,2.008069339076705,-13.15900334372129,-5.925962785029839,-15.891431683933025,1.4101752039400046,-19.574133277599444,-14.374708757122301,2.008069339076705,1.4101752039400046,531.2725486755371,5.838160037994385,31.832857131958008,0.0,405.5029872603454,1.5265311508982036,1,0,0
115,Jonglei,2021-07-01,2021-09-30,1,high,32.759501964355884,8.339650404728648,-7.677918546836504,0.6953379500336768,-8.859483713586444,-6.549288331451307,-12.728219791398079,0.6918088316425596,-13.914768431984609,-11.657038077035363,0.6953379500336768,0.6918088316425596,503.4822430610657,5.532772064208984,31.66983413696289,0.0,405.29449219135887,1.6736051299729024,1,0,0
116,Jonglei,2021-07-01,2021-09-30,1,high,32.70031997606564,6.340383361437604,-10.314261386079806,2.2652315444999545,-14.996938045283017,-7.465778869904537,-16.827371155022867,2.5752653069935048,-23.881921949398176,-14.332703491844407,2.2652315444999545,2.5752653069935048,406.13306554158527,4.463000774383545,35.27698644002279,0.0,427.73807236198127,2.289716815167006,1,0,0
117,Jonglei,2021-07-01,2021-09-30,1,high,32.55436863438281,6.024570046886035,-10.265834652402742,2.779608974136495,-14.276702455758462,-6.021163006721104,-16.290130904384533,2.2105516461747685,-19.79832418921455,-13.051659774352844,2.779608974136495,2.2105516461747685,378.8614764213562,4.163312911987305,27.048311233520508,0.0,432.6820153366342,2.003517003199355,1,0,0
118,Jonglei,2021-07-01,2021-09-30,1,high,33.199070451415494,7.687406925394528,-10.793460057521798,1.2086449179059169,-12.928295261970888,-8.9974630432827,-15.562711300623457,1.2932746602638552,-18.32765970133594,-13.888670406619875,1.2086449179059169,1.2932746602638552,491.33319759368896,5.399265766143799,43.401676177978516,0.0,412.67581485929134,1.6179120724138445,1,0,0
119,Jonglei,2021-07-01,2021-09-30,1,high,32.29665309281528,7.515192638070159,-11.082341137621702,1.0718287398117459,-12.873463651952092,-9.45721478108952,-16.470739732438865,0.8870227221659653,-17.990983890836265,-15.110814102279603,1.0718287398117459,0.8870227221659653,492.27498245239263,5.409615135192871,34.251303863525386,0.0,415.76283213715215,2.0825864768662306,1,0,0
120,Jonglei,2021-07-01,2021-09-30,1,high,33.086682628964105,6.9366944086810065,-8.402961632287948,1.3137233928509413,-10.883152032518163,-6.555934699501572,-13.794342131370838,1.4395059740320237,-16.814572557479284,-11.89403901876264,1.3137233928509413,1.4395059740320237,413.12755966186523,4.539863109588623,30.120168685913086,0.0,418.248071759384,2.4823161550707353,1,0,0
121,Unity,2021-07-01,2021-09-30,1,high,30.444049382629323,7.515079901802875,-10.430504331919611,1.1447909279599962,-12.757106185786187,-8.628207683312114,-20.94532928592166,1.0418577176699346,-22.798665322759952,-19.158724242878694,1.1447909279599962,1.0418577176699346,414.73679304122925,4.557547092437744,22.31852912902832,0.0,404.3786063965732,1.7846238523803752,0,1,0
122,Unity,2021-07-01,2021-09-30,1,high,30.588725281887694,9.424028181924543,-7.027279566036662,1.0261506687576158,-9.078177137320393,-5.3916234923438395,-15.057358564257946,1.2577425646414635,-17.165195736029563,-13.029541823123646,1.0261506687576158,1.2577425646414635,448.8907393614451,4.932865301767985,20.184137980143227,0.0,398.9807256641922,1.4248622265866067,0,1,0
123,Unity,2021-07-01,2021-09-30,1,high,31.455755973343113,8.009941681282081,-8.684406372228276,0.8256798408949247,-10.211759273992524,-7.323741010165979,-14.456984807476658,0.8162848751397423,-16.014753649114102,-13.092887103273057,0.8256798408949247,0.8162848751397423,470.29962944984436,5.16812801361084,27.756093978881836,0.0,410.1920547957518,1.9946459168344104,0,1,0
124,Unity,2021-07-01,2021-09-30,1,high,30.91952985017903,9.227386915826871,-8.054140423854738,0.5957728283981337,-8.802613033210916,-7.2490601003929935,-14.088240402427216,0.7442222448265994,-14.982213000841053,-13.060511651529598,0.5957728283981337,0.7442222448265994,430.41787934303284,4.729866981506348,25.231143951416016,0.0,402.59934592209316,1.8529981375448226,0,1,0
125,Unity,2021-07-01,2021-09-30,1,high,31.31476072466642,7.587733409035797,-7.169474035407119,0.629728925419948,-8.229058755460883,-6.0235683804432165,-12.267586446177067,0.7070124211441727,-13.444255525680157,-10.938447730171399,0.629728925419948,0.7070124211441727,454.27681946754456,4.992053031921387,26.90281867980957,0.0,411.19357508851,2.2303315755373236,0,1,0
126,Unity,2021-07-01,2021-09-30,1,high,30.790347303782237,9.203941277557325,-8.123499615796083,0.8090867865139605,-9.189713756537452,-7.0967990807839465,-15.206238469284411,0.8115370180368436,-16.282218616776436,-14.167556246876664,0.8090867865139605,0.8115370180368436,423.77118730545044,4.656826019287109,21.53803825378418,0.0,401.62759074902084,2.048353887775369,0,1,0
127,Unity,2021-07-01,2021-09-30,1,high,30.42601250235462,8.103259156006448,-10.277878402579308,0.9110746935413973,-12.026903407744173,-8.713478485678912,-15.192498339636145,0.6883796246496631,-16.49079476729872,-14.006092028660989,0.9110746935413973,0.6883796246496631,397.493017911911,4.36805534362793,18.813190460205078,0.0,401.97048157850975,1.2256280557909756,0,1,0
128,Unity,2021-07-01,2021-09-30,1,high,31.24796985705076,9.022731471886301,-7.1645739347751976,0.8586813942181682,-8.666293739601167,-5.766040086657465,-12.936409569771056,0.721790867364641,-14.198734226211858,-11.695777395487713,0.8586813942181682,0.721790867364641,502.682785987854,5.52398681640625,24.13013458251953,0.0,404.27455612283774,2.375878837094708,0,1,0
129,Unity,2021-07-01,2021-09-30,1,high,29.5445457964678,7.572830503651356,-7.659649525596697,1.357048627473184,-10.325540681786952,-5.529164409875753,-14.896919660647274,1.4002684329084412,-17.35263668849799,-12.484503935018141,1.357048627473184,1.4002684329084412,482.3420639038086,5.300462245941162,24.174348831176758,0.0,404.5124946008207,1.758320963772762,0,1,0
130,Unity,2021-07-01,2021-09-30,1,high,29.821519486179156,9.397923229231111,-6.9022899690879935,1.486642828119401,-9.539837655815301,-4.1981833052153075,-13.565989786786272,1.3446323689895865,-16.251449542432884,-11.131515777245802,1.486642828119401,1.3446323689895865,487.2417616844177,5.354305267333984,26.74953269958496,0.0,396.3447703053639,1.866304530639822,0,1,0
131,Upper_Nile,2021-05-15,2021-07-15,1,moderate,33.65645193235048,9.204598787888415,-9.176366686165574,0.9386928210438293,-10.590891032943789,-7.693415569737444,-14.899397307282657,1.0484554321366255,-16.402982220325903,-13.177906680010564,0.9386928210438293,1.0484554321366255,258.478657245636,4.2373552322387695,32.15757751464844,0.0,426.03988154705615,2.2306722582902507,0,0,1
132,Upper_Nile,2021-05-15,2021-07-15,1,moderate,32.648912489739345,9.196737629886547,-10.301762141940523,1.2379162263785053,-12.324370045183615,-8.402767940087793,-16.163247413262095,0.9488286068866141,-17.767729958339668,-14.765019801602984,1.2379162263785053,0.9488286068866141,233.89630126953125,3.8343656063079834,35.800533294677734,0.0,398.10727727297154,1.983218221761841,0,0,1
133,Upper_Nile,2021-05-15,2021-07-15,1,moderate,33.99610109720483,10.36185538568311,-9.688786431443404,1.1103176903365926,-11.465222102814515,-7.8966915241648215,-16.534027640847455,1.1630655016119826,-18.258889551791228,-14.39567563581974,1.1103176903365926,1.1630655016119826,257.9586820602417,4.228830814361572,33.8657112121582,0.0,572.8074184201482,1.9308184763578402,0,0,1
134,Upper_Nile,2021-05-15,2021-07-15,1,moderate,33.47457300394107,9.757176585350786,-9.3026842705149,0.9125256497365464,-10.664218994714076,-7.769464537624263,-15.03561229382889,1.0329763275437447,-16.59113436473539,-13.348513850921227,0.9125256497365464,1.0329763275437447,261.314138174057,4.283838272094727,42.9967155456543,0.0,419.0535730260685,1.8382784444541829,0,0,1
135,Upper_Nile,2021-05-15,2021-07-15,1,moderate,33.63401066829219,10.622695546512777,-10.266267195603259,1.0950923014751734,-11.762588286606585,-8.447105024160601,-17.111224351505278,1.5382174244035816,-19.146656736832274,-14.604077235471769,1.0950923014751734,1.5382174244035816,241.75125455856323,3.963135242462158,32.478126525878906,0.0,496.2013169223635,1.9255910629897681,0,0,1
136,Upper_Nile,2021-05-15,2021-07-15,1,moderate,33.52375423334583,10.341581114749452,-9.806549267532388,1.0301382936749839,-11.445940266647687,-8.240058452213935,-16.420858033598474,1.1810214626652615,-18.18978491818366,-14.528641172572572,1.0301382936749839,1.1810214626652615,247.5677628517151,4.058487892150879,36.122920989990234,0.0,445.76797913857297,1.7511817912650152,0,0,1
137,Jonglei,2020-07-15,2020-11-15,1,very_high,33.27519385457959,6.329382508340852,-9.838959781646235,1.0564311003058569,-11.72612922433678,-8.053823320001289,-14.9389629633167,0.8860750631080376,-16.58320012952012,-13.386073989135609,1.0564311003058569,0.8860750631080376,724.5875689014792,5.890955924987793,38.43255615234375,0.0,419.7484650952972,2.1744616929976845,1,0,0
138,Jonglei,2020-07-15,2020-11-15,1,very_high,33.37215430040888,6.091224669513143,-9.384661463663072,0.8413640480167877,-11.060112538190571,-7.998661662157919,-14.88224861394719,0.7516744892391081,-16.35715620033476,-13.600744947885314,0.8413640480167877,0.7516744892391081,693.2018531329103,5.63578748703003,34.35595364040798,0.42857142857142855,425.4295216906669,1.738533629680797,1,0,0
139,Jonglei,2020-07-15,2020-11-15,1,very_high,33.048066649445126,6.3990865865160504,-9.464947692040617,1.2333718349010547,-11.78540118366725,-7.289319617942443,-14.654936618322445,0.809017719155375,-16.069417871586932,-13.023951058042304,1.2333718349010547,0.809017719155375,695.3868078440428,5.65355110168457,37.368309020996094,0.0,425.84349418402724,2.609658021768149,1,0,0
140,Jonglei,2020-07-15,2020-11-15,1,very_high,32.99288067291354,7.836427760053258,-8.158108733131604,0.7976312323691487,-9.633704447442234,-6.78321896283664,-14.219900536718885,1.0520546036192426,-16.22377746543453,-12.47771939485183,0.7976312323691487,1.0520546036192426,756.2530719805509,6.1483988761901855,45.15068817138672,0.0,411.05770467330063,1.487029201117659,1,0,0
141,Jonglei,2020-07-15,2020-11-15,1,very_high,33.45075210433756,7.835084510613146,-7.986625169702761,1.082606568862394,-10.067682942837118,-6.228272163116406,-15.124149309153834,1.539093855122065,-17.418495157546705,-12.335680947225939,1.082606568862394,1.539093855122065,653.8450178317726,5.315813064575195,48.114013671875,0.0,414.012347011268,1.949976870212223,1,0,0
142,Jonglei,2020-07-15,2020-11-15,1,very_high,32.12873171990522,6.698322349464714,-10.491230417927595,1.02789335672525,-12.350097571964126,-8.623047799191339,-15.877351694529699,0.7212919253538248,-17.229323041914665,-14.55668830491103,1.02789335672525,0.7212919253538248,602.6392133831978,4.899505615234375,30.39523696899414,0.0,425.4910928400133,1.8097722712749122,1,0,0
143,Jonglei,2020-07-15,2020-11-15,1,very_high,33.19804376611617,7.721039974121377,-8.020500834050454,0.8242321388952952,-9.515385875744956,-6.559832713575733,-13.275586553211745,0.6981081925607273,-14.556112949154448,-12.019654872893732,0.8242321388952952,0.6981081925607273,669.665287014097,5.444433212280273,44.303916931152344,0.0,412.2569147740055,1.6142308395796763,1,0,0
144,Jonglei,2020-07-15,2020-11-15,1,very_high,32.81346385650609,7.903039384298662,-8.85209034684288,1.4190421323689257,-10.846796244913742,-6.124417879337857,-14.360536477326125,1.0077320052557364,-16.12185763807876,-12.474551059232247,1.4190421323689257,1.0077320052557364,703.1757750064135,5.716876029968262,33.24932861328125,0.0,408.5205457283496,1.3586992733166292,1,0,0
145,Jonglei,2020-07-15,2020-11-15,1,very_high,33.2203990083941,6.1876649279677265,-8.133524825271893,0.6949671538257111,-9.368848526852554,-6.772297215662091,-13.287821100486912,0.8358496822002942,-14.827275121668245,-11.548064584416101,0.6949671538257111,0.8358496822002942,703.2372621670365,5.717376232147217,40.60803985595703,0.0,424.77061599826766,2.0906958194468444,1,0,0
146,Jonglei,2020-07-15,2020-11-15,1,very_high,33.254083401094974,6.269138899041875,-6.470389017025057,1.1866317305512717,-8.786334284011343,-4.584276026655163,-13.779552679731717,1.1204657256068191,-15.721702877724157,-11.749021994264503,1.1866317305512717,1.1204657256068191,707.9911106452346,5.756025314331055,50.27766799926758,0.0,424.921208867555,1.780333036354577,1,0,0
