longitude,latitude,label,sar_vv_mean,sar_vh_mean,sar_vv_std,sar_vh_std,rainfall_total,rainfall_max,elevation_mean,slope_mean,water_occurrence,region_Unity_Flood_Prone,region_Upper_Nile_Flood_Prone
29.82,9.23,1.0,-0.36821512544076906,-0.18039155245386573,0.5780577875878534,0.260650532034127,1.8118792970047195,-0.15025615179916343,-0.9452744477313945,2.2262563023532973,-0.5088980783815374,True,False
29.82,9.23,0.0,-0.16224657923878433,0.38410553172512096,0.44578416253659753,1.1229615871739957,-0.0033166771640744082,0.33957481188798844,-0.9452744477313945,2.2262563023532973,-0.5088980783815374,True,False
29.82,9.23,0.0,-0.2345217309175553,0.6158763102026727,-0.18340986760255149,-0.35678965961673753,0.5436685355270611,-0.20930352380867895,-0.9452744477313945,2.2262563023532973,-0.5088980783815374,True,False
29.82,9.23,0.0,-0.12437958632707528,0.5834098642184558,-2.2390008583180054,-1.9812550007928893,-0.1421997734080186,-0.07520856052559034,-0.9452744477313945,2.2262563023532973,-0.5088980783815374,True,False
29.82,9.23,0.0,-2.364151649800938,-2.309548977245643,0.3766415110829338,2.0116711093634203,-1.9670093630775851,-1.8246591164230688,-0.9452744477313945,2.2262563023532973,-0.5088980783815374,True,False
29.82,9.23,0.0,-2.364151649800938,-2.309548977245643,0.2132479126256455,2.0116711093634203,-1.9670093630775851,-1.8246591164230688,-0.9452744477313945,2.2262563023532973,-0.5088980783815374,True,False
30.15,8.3,1.0,0.48428649190155026,-0.7361773955982353,0.9565275332999555,0.9491097629439381,0.21848027789962024,0.4275968933762261,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,1.0,-0.01699576549708556,-0.18248572568034532,0.3338158219729397,0.13807393801870926,1.114889868190767,0.15014489702435055,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,1.0,-0.4615872579558932,-1.1028849347868406,1.204781379242999,0.5942008705570584,0.6016826157282128,0.12741718656955003,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,1.0,0.8269754760206696,0.06696379868998044,0.5979280673932291,0.3990517206545063,0.9907078295071294,0.09946079550622293,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,1.0,0.6390038420299676,-0.13660707324619345,1.5469483064416527,0.39032796281882615,0.4657644711109416,0.8139759908291198,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,1.0,-0.9951868838214171,-1.0652232424378483,0.6506844323323949,0.6849510925683742,0.419438746700732,0.17694328411928065,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,1.0,-0.36821512544076906,-0.18039155245386573,0.5780577875878534,0.260650532034127,1.5580156749023115,0.7059842752302117,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,0.0,-0.1819309456601383,0.039437399067306235,0.21097779085840465,0.13837558294332808,0.25483051165130216,-0.03501772251685678,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,0.0,-0.7018751880058215,0.1526663983183185,0.4987009105975051,-0.25344174673661196,0.4322642761439788,0.8139542706397362,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,0.0,-0.3031544349034263,-0.5754601880271206,-1.880685539864961,-1.5936965583267266,0.22300559639570983,0.0638695732188899,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,0.0,-1.0012631043327385,-1.1263826343964125,-0.09916299984213,0.9483755850251897,-1.9670093630775851,-1.8246591164230688,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
30.15,8.3,0.0,-0.5746861351383957,-0.34848946264355474,-0.3430421786799104,0.20606831983798668,-1.9670093630775851,-1.8246591164230688,-1.0083866615342205,-0.3390283963035935,-0.9544327051856618,True,False
28.6,8.9,1.0,1.8280190986106428,-1.2594409756073235,0.850797049504119,0.3645255379988894,-0.37725676342182846,0.46107282939486377,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,1.0,1.1077851727764967,-0.6670097698344485,1.555726176061785,0.4962538370130799,0.7622431526144979,-0.5800560821933051,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
28.6,8.9,1.0,0.1337074508570896,-0.24533880234453959,2.043070930583992,0.7673333888883077,0.5060893153572069,-0.001997698697513915,-0.4342710687531758,-1.124118467225772,-0.6333139299794367,True,False
