event_id,VV_mean,VV_std,VV_min,VV_max,VH_mean,VH_std,VH_min,VH_max,VV_stdDev_mean,VH_stdDev_mean,precipitation_sum,precipitation_mean,precipitation_max,elevation_mean,slope_mean,water_occurrence_mean,is_flood_event,region,start_date,end_date
Bor_Center_2019,-1.3223325350221216,3.225511428978478,-10.387719586766368,0.0,-2.2572731402150925,5.5012867903092975,-17.276433140386093,0.0,0.0,0.0,8053.070560894068,9.942062420856875,106.8822882832585,429.80556860272145,0.9383554968565198,1.762649900066622,True,Jonglei_Flood_Prone,2019-06-01,2019-08-29
Bor_Center_2020,-1.38397625369945,3.312939129699041,-9.602347352864724,0.0,-2.306704809336958,5.521253470741489,-16.015028388671738,0.0,0.0,0.0,8850.557600554399,8.127233792979245,70.24679500169889,429.80556860272145,0.9383554968565198,2.005753074232702,True,Jonglei_Flood_Prone,2020-07-01,2020-10-29
Bor_Center_2021,-1.3662012302811775,3.4320333176323348,-11.157825829648758,0.0,-2.1932557221214712,5.503235679079468,-17.46966045249611,0.0,0.0,0.0,12790.41170400627,7.808554153849982,87.68253202588684,429.80556860272145,0.9383554968565198,1.9351467471768224,True,Jonglei_Flood_Prone,2021-06-01,2021-11-29
Bor_Center_2022,-0.736063247263843,2.63649328020117,-10.600549970735905,0.0,-1.1809734568171577,4.229438358767933,-16.628769294450876,0.0,0.0,0.0,19859.60958205408,8.71035507984828,84.67609408763997,429.8177595555825,0.9363409918390582,0.0,True,Jonglei_Flood_Prone,2022-05-01,2022-09-29
Bor_Center_2023,-0.7416839463066798,2.5658941467955056,-10.676388876404125,0.0,-1.2305141979059784,4.256020778172692,-18.037611764542852,0.0,0.0,0.0,21469.68146038376,7.907801642866946,121.286232615314,429.81775955558254,0.9363409918390581,0.0,True,Jonglei_Flood_Prone,2023-06-01,2023-11-30
Bor_Center_2024,-0.8514188260600007,2.84181840077557,-11.144415330175491,0.0,-1.3784055949853542,4.597287671397942,-17.626326226528956,0.0,0.0,0.0,12282.171126405901,6.767036433281488,79.08487187744939,429.8177595555825,0.9363409918390582,0.0,True,Jonglei_Flood_Prone,2023-12-02,2024-09-29
Bor_Outskirts_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27659.187206790746,7.911666821164401,90.5981551947003,430.9010654062321,0.9766784049392055,2.0000685877455333,True,Jonglei_Flood_Prone,2014-05-01,2014-09-29
Bor_Outskirts_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4350.378931677363,6.591483229814186,67.30497473541963,430.9006756636038,0.9767880585431985,1.960060399429465,False,Jonglei_Flood_Prone,2016-05-02,2016-05-31
Bor_Outskirts_2017,-1.6360655967879163,3.6707727766202325,-10.465933623102401,0.0,-2.666824061934072,5.9726181995708645,-16.788091601894877,0.0,0.0,0.0,5954.426519861474,9.021858363426476,66.18942549510514,430.9006756636038,0.9767880585431985,1.9713202666571117,False,Jonglei_Flood_Prone,2017-06-01,2017-06-30
Bor_Outskirts_2018,-1.2501374912251708,3.191384386706249,-9.716282938228822,0.0,-2.1542759325397878,5.498464465243272,-16.58783402776596,0.0,0.0,0.0,8480.753871099765,12.290947639275021,104.13013366252223,430.90106540623214,0.9766784049392055,1.9649789401715274,False,Jonglei_Flood_Prone,2018-05-02,2018-05-31
Bor_Outskirts_2019,-1.2832080969331474,3.1323998600490937,-10.350648380689877,0.0,-2.2223623760281623,5.417306884429158,-17.217990879146818,0.0,0.0,0.0,8061.52229480066,9.952496660247728,113.07891493879481,430.8849885228143,0.9812016161039154,1.951346334481371,True,Jonglei_Flood_Prone,2019-06-01,2019-08-29
Bor_Outskirts_2020,-1.3350345363899534,3.195969566277972,-9.39049942451763,0.0,-2.2808655359306145,5.4597202390992186,-16.070550320727293,0.0,0.0,0.0,8355.753156089539,7.672867911927951,69.71358179154028,430.8849885228143,0.9812016161039154,2.1466333193554186,True,Jonglei_Flood_Prone,2020-07-01,2020-10-29
Bor_Outskirts_2021,-1.3181352149241061,3.314652730117561,-11.00908310187071,0.0,-2.163861414281541,5.431532574113062,-17.45381775274299,0.0,0.0,0.0,12606.157746865634,7.69606700052847,91.78769131231358,430.8849885228143,0.9812016161039154,2.009554004897313,True,Jonglei_Flood_Prone,2021-06-01,2021-11-29
Bor_Outskirts_2022,-0.7050418513789785,2.5253237151595607,-10.001879947750266,0.0,-1.1643322253580908,4.170155216831156,-16.668655344306824,0.0,0.0,0.0,19619.09186344363,8.604864852387557,91.1964141788251,430.9096397440549,0.9742660256513601,0.0,True,Jonglei_Flood_Prone,2022-05-01,2022-09-29
Bor_Outskirts_2023,-0.719172314745818,2.4957215585653794,-10.899478395042607,0.0,-1.2153694206283694,4.215261253425108,-18.52390449707357,0.0,0.0,0.0,21284.560520111627,7.927210622015504,112.35108413903781,430.9096397440549,0.9742660256513602,0.0,True,Jonglei_Flood_Prone,2023-06-01,2023-11-30
Bor_Outskirts_2024,-0.8238808762886393,2.7583319200274716,-11.214402874327856,0.0,-1.3540086395907927,4.525914585408549,-17.802829251644535,0.0,0.0,0.0,12158.601962734094,6.81154171581742,80.8734042749083,430.9096397440549,0.9742660256513602,0.0,True,Jonglei_Flood_Prone,2023-12-02,2024-09-29
Duk_Lowland_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20586.05394311141,7.9667391420709786,124.75973694899348,416.6320245086398,0.9244989860901756,,True,Jonglei_Flood_Prone,2014-05-01,2014-09-29
Duk_Lowland_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4101.792832297011,8.042731043719629,47.3151885168363,416.6320245086398,0.9244989860901757,,False,Jonglei_Flood_Prone,2016-05-02,2016-05-31
Duk_Lowland_2017,-2.1453301827363513,4.8388437011861,-14.68338614352636,0.0,-3.246949466006589,7.300883490479413,-21.443950717583327,0.0,0.0004312556331012449,0.0004738310311276867,3011.815054042182,5.9055197138082,46.5667767529353,416.6320245086398,0.9244989860901757,,False,Jonglei_Flood_Prone,2017-06-01,2017-06-30
Duk_Lowland_2018,-1.5268856469425616,3.8997654700247546,-11.946548661669741,0.0,-2.3997392305847844,6.125948148991163,-18.542166420919195,0.0,0.0002653652742453752,0.0002899119007547622,4636.750278305335,9.091667212363403,65.19446108403429,416.6320245086398,0.9244989860901757,,False,Jonglei_Flood_Prone,2018-05-02,2018-05-31
Duk_Lowland_2019,-1.1310093494875533,2.863742555654541,-14.47711893106662,0.0,-2.4204470311534356,5.9317670708833825,-22.40395059981756,0.0,0.00031741622921175927,0.00034945030875734403,22455.495005683133,14.676794121361525,128.62091325478607,416.6320245086398,0.9244989860901757,,True,Jonglei_Flood_Prone,2019-06-01,2019-08-29
Duk_Lowland_2020,-1.0482012670317629,2.7387712084488687,-11.377875843902142,0.0,-1.9756696650364176,5.070503355159045,-17.025589826787414,0.0,0.0002769413909389617,0.0002921811233098837,23390.44565994754,10.739414903557181,114.92625271365735,416.6310406845202,0.9245858414116289,,True,Jonglei_Flood_Prone,2020-07-01,2020-10-29
Duk_Lowland_2021,-1.1592699577388537,3.16245026930073,-12.099030025053596,0.0,-1.8261778797884298,4.934455362876452,-17.502426337620605,0.0,0.00032243298380477516,0.0003353907640970684,24027.199143543003,7.334309872876374,79.07916750580313,416.6310406845202,0.9245858414116289,,True,Jonglei_Flood_Prone,2021-06-01,2021-11-29
Duk_Lowland_2022,-0.7241459970478784,2.689162467428225,-14.020296227484213,0.0,-1.2462443739777085,4.509912563107913,-21.93948404466016,0.0,0.00025583432929346796,0.00028079829314114744,14832.011343437658,8.870820181481854,91.85560483475327,416.6416838727232,0.9236462247522705,0.0,True,Jonglei_Flood_Prone,2022-05-01,2022-09-29
Duk_Lowland_2023,-0.7393067591152346,2.5825712382017696,-11.94585061889938,0.0,-1.2110982685013287,4.212620333848026,-19.41067781820028,0.0,0.00026694935186609073,0.00030576492774914507,16416.972168320386,7.664319406312038,107.875091352518,416.6416838727232,0.9236462247522705,0.0,True,Jonglei_Flood_Prone,2023-06-01,2023-11-30
Duk_Lowland_2024,-0.8949295028246738,3.0270952692591613,-13.400693100148981,0.0,-1.311215855607889,4.3925887253916445,-18.236409638301186,0.0,0.0003178721026018784,0.0003490953156843598,9486.710110030017,6.6713854500914325,71.46077077809332,416.64168387272326,0.9236462247522707,0.0,True,Jonglei_Flood_Prone,2023-12-02,2024-09-29
Kodok_Floodplain_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5653.634956672976,9.298741705054237,74.83871255251718,394.7612741507492,0.9946561347572597,2.2369495278103964,True,Upper_Nile_Flood_Prone,2014-05-01,2014-09-29
Kodok_Floodplain_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,982.6447274488944,10.91827474943216,53.06973082555772,394.7616424835917,0.9949092170525966,2.1447010865453153,False,Upper_Nile_Flood_Prone,2016-05-02,2016-05-31
Kodok_Floodplain_2017,-0.663939006472309,2.5045600631299103,-10.648922935776408,0.0,-1.0801886482787677,4.069556031027892,-16.999304204791915,0.0,0.0,0.0,734.8136457257544,8.164596063619493,46.609719971912675,394.7616424835917,0.9949092170525966,2.0955151835875703,False,Upper_Nile_Flood_Prone,2017-06-01,2017-06-30
Kodok_Floodplain_2018,-0.8499921525490711,3.19381030979343,-12.849728297815156,0.0,-1.3468231483248057,5.060563024214825,-20.31847880972813,0.0,0.0,0.0,839.7392090830144,6.997826742358454,98.78457091603212,394.7612741507492,0.9946561347572598,2.1262299626782357,False,Upper_Nile_Flood_Prone,2018-05-02,2018-05-31
Kodok_Floodplain_2019,-0.7913845396026876,2.740860140240753,-11.565328727086817,0.0,-1.3098259629339826,4.529877145193671,-19.059349238712386,0.0,0.0,0.0,3385.8295154481057,7.524065589884679,45.19938427342006,394.7619371498657,0.995111682888866,2.0985719266821783,True,Upper_Nile_Flood_Prone,2019-06-01,2019-08-29
Kodok_Floodplain_2020,-0.5292679174430795,2.1524482693878353,-11.389771626351852,0.0,-0.8945951987839855,3.62520664564613,-18.255511465995262,0.0,0.0,0.0,5801.055896995372,9.588522143794004,97.22406468954807,394.7619371498656,0.9951116828888661,2.1505292139614163,True,Upper_Nile_Flood_Prone,2020-07-01,2020-10-29
Kodok_Floodplain_2021,-0.30112970463078215,1.633918133989159,-9.915755489313163,0.0,-0.49805670068329194,2.7006180277184573,-15.775893103309935,0.0,0.0,0.0,6903.21632909434,7.58595200999378,68.38849856425244,394.7619371498657,0.995111682888866,2.071383306480191,True,Upper_Nile_Flood_Prone,2021-06-01,2021-11-29
Kodok_Floodplain_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4359.606401171964,9.560540353447289,105.0998276741426,394.76016915222186,0.9938968878712493,0.0,True,Upper_Nile_Flood_Prone,2022-05-01,2022-09-29
Kodok_Floodplain_2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4134.850108714002,8.060136664159849,83.10769433257406,394.76016915222186,0.9938968878712493,0.0,True,Upper_Nile_Flood_Prone,2023-06-01,2023-11-30
Kodok_Floodplain_2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2705.5230847506937,8.124693948200282,56.301290927906905,394.7601691522219,0.9938968878712494,0.0,True,Upper_Nile_Flood_Prone,2023-12-02,2024-09-29
Leer_Rural_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17406.762338082004,10.410743025168662,112.94181455551846,396.189488104303,0.9950901748399689,1.8405144096710657,True,Unity_Flood_Prone,2014-05-01,2014-09-29
Leer_Rural_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4725.752778353917,14.32046296470884,95.30580957271151,396.189488104303,0.9950901748399688,1.0773331728678968,False,Unity_Flood_Prone,2016-05-02,2016-05-31
Leer_Rural_2017,-3.7460244432213714,5.821346547973184,-15.9604537124277,0.0,-5.559522506572703,8.550726156480454,-21.270149599471196,0.0,0.00020175426122649354,0.0002084003004618027,2996.701858582664,9.08091472297777,38.27829091474065,396.189488104303,0.9950901748399688,0.9948963317384371,False,Unity_Flood_Prone,2017-06-01,2017-06-30
Leer_Rural_2018,-3.356407119077057,5.6473936246025955,-14.549929326265802,0.0,-5.622065781458507,9.42673468857387,-23.46397312325935,0.0,0.0002288329222356048,0.000332858842310014,1650.381491754877,5.0011560356208395,48.332745839006854,396.189488104303,0.9950901748399688,1.0,False,Unity_Flood_Prone,2018-05-02,2018-05-31
Leer_Rural_2019,-3.6399683019525857,5.474289311523959,-14.330723511394927,0.0,-5.629739161436866,8.419691404298657,-20.98640615352236,0.0,0.0003177176893167317,0.00034712663599112447,8227.577274454017,7.618127105975942,48.05290866193026,396.18965666101985,0.9948578395765874,1.0,True,Unity_Flood_Prone,2019-06-01,2019-08-29
Leer_Rural_2020,-2.75337920725936,4.275478159025283,-14.213767890436365,0.0,-5.0416369289235545,7.625955172664827,-20.0889733515761,0.0,0.00027587000285830897,0.0002823928732043702,20477.38181641488,14.102880038853224,110.46166615958482,396.18965666101985,0.9948578395765874,1.572525931823312,True,Unity_Flood_Prone,2020-07-01,2020-10-29
Leer_Rural_2021,-2.4751693411497095,3.886481633679687,-11.190772948300882,0.0,-4.682922842697063,7.327545502449606,-18.60809715766946,0.0,0.000314929432142916,0.00034293525919451003,22614.05100335759,9.55792519161352,69.23339127901754,396.1893714111913,0.9952510223300023,1.534799799450813,True,Unity_Flood_Prone,2021-06-01,2021-11-29
Leer_Rural_2022,-1.5553322560059781,3.743615304820676,-12.764080547090387,0.0,-2.6897822272178225,6.380235565322137,-19.209111520437013,0.0,0.0,0.0,13188.506017455868,10.845810869618312,76.09132491484898,396.19151078490563,0.9923021516793908,0.0,True,Unity_Flood_Prone,2022-05-01,2022-09-29
Leer_Rural_2023,-1.5830444238416772,3.5911089086615453,-12.325324525542067,0.0,-2.678586706991303,6.035241805395977,-18.249566523362244,0.0,0.0,0.0,12188.525409970927,8.595575042292614,87.14008479597052,396.19151078490563,0.9923021516793907,0.0,True,Unity_Flood_Prone,2023-06-01,2023-11-30
Leer_Rural_2024,-1.550209647178677,3.5181685507082694,-11.62176917952369,0.0,-2.8412573053180745,6.406487185276576,-19.87222386561179,0.0,0.0,0.0,9417.004383293191,10.039450302018327,87.7411001621252,396.19151078490563,0.9923021516793907,0.0,True,Unity_Flood_Prone,2023-12-02,2024-09-29
Malakal_Port_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9083.711413836998,9.9602098835932,108.45603521627666,399.1473288031831,1.0709902846454822,2.006995052566129,True,Upper_Nile_Flood_Prone,2014-05-01,2014-09-29
Malakal_Port_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1980.8938641181373,11.00496591176743,52.33713729026644,399.1473288031831,1.0709902846454822,1.953832939612613,False,Upper_Nile_Flood_Prone,2016-05-02,2016-05-31
Malakal_Port_2017,-0.6430410450215813,2.4189273276411005,-10.322529602673262,0.0,-1.049838643839805,3.94506963446778,-16.593876492371955,0.0,0.0,0.0,2261.3950914831926,12.563306063795514,107.6729297586273,399.1473288031831,1.0709902846454822,1.9325732507395328,False,Upper_Nile_Flood_Prone,2017-06-01,2017-06-30
Malakal_Port_2018,-0.8650022181053391,3.245571678326844,-12.990731780848963,0.0,-1.3589308425771616,5.098840313479393,-20.42175996948916,0.0,0.0,0.0,1178.5538596134438,6.54752144229691,54.69700816219488,399.1473288031831,1.0709902846454822,2.004567854419586,False,Upper_Nile_Flood_Prone,2018-05-02,2018-05-31
Malakal_Port_2019,-0.7632522166133412,2.634434753801257,-10.543424844748126,0.0,-1.2168702191145562,4.199920139143941,-16.988799158212572,0.0,0.0,0.0,6157.000205406893,11.401852232234987,121.32536304861384,399.1473288031831,1.0709902846454822,1.9076348260450837,True,Upper_Nile_Flood_Prone,2019-06-01,2019-08-29
Malakal_Port_2020,-0.5167767101339519,2.10271013848872,-11.372427807313736,0.0,-0.8494574520613399,3.447895456120279,-18.10812208703519,0.0,0.0,0.0,6439.411989669857,8.869713484393742,80.45607832702485,399.1473288031831,1.0709902846454822,1.9252708658515516,True,Upper_Nile_Flood_Prone,2020-07-01,2020-10-29
Malakal_Port_2021,-0.3948729964394466,1.8455105688672067,-10.011302352147633,0.0,-0.6448763778981814,3.0108030974682296,-15.695898491547965,0.0,0.0,0.0,8803.628785204672,8.0619311219823,90.61682868515156,399.1473288031831,1.0709902846454822,2.096277770410724,True,Upper_Nile_Flood_Prone,2021-06-01,2021-11-29
Malakal_Port_2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5992.240975558465,9.855659499273791,78.10138898823222,399.14026680166205,1.0733467648285073,0.0,True,Upper_Nile_Flood_Prone,2022-05-01,2022-09-29
Malakal_Port_2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5800.187559693941,8.357618962095016,93.46850819477982,399.14026680166205,1.0733467648285073,0.0,True,Upper_Nile_Flood_Prone,2023-06-01,2023-11-30
Malakal_Port_2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4002.7306164263773,8.816587260851051,58.53384360403655,399.14026680166205,1.0733467648285073,0.0,True,Upper_Nile_Flood_Prone,2023-12-02,2024-09-29
Mayom_Agricultural_2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16097.168492002673,10.590242428949127,115.01688955067975,403.41614596856647,0.9061215758448683,1.2565281536875004,True,Unity_Flood_Prone,2014-05-01,2014-09-29
Mayom_Agricultural_2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2896.4637135996336,10.727643383702347,53.493947410171685,403.4183195261221,0.9066611071276677,1.1380622330665504,False,Unity_Flood_Prone,2016-05-02,2016-05-31
Mayom_Agricultural_2017,-1.569006870376739,4.021043044832451,-12.721949468276655,0.0,-2.3729874132593247,6.072731789747767,-18.85005911989099,0.0,0.0,0.0,2209.460804056333,8.183188163171604,53.90660156643022,403.4183195261221,0.9066611071276677,1.049165430794121,False,Unity_Flood_Prone,2017-06-01,2017-06-30
Mayom_Agricultural_2018,-1.5868137836063185,4.054807611371001,-12.314578204031271,0.0,-2.4327083919752104,6.2144404789889105,-18.66281761919502,0.0,0.0,0.0,1709.5401201599807,6.331630074666595,50.32792547248833,403.4183195261221,0.9066611071276677,1.0761675321248545,False,Unity_Flood_Prone,2018-05-02,2018-05-31
Mayom_Agricultural_2019,-1.5662480142226543,3.70708287202401,-12.548047789266276,0.0,-2.695237723623923,6.290410171157204,-18.59920041463389,0.0,0.0,0.0,8861.553245396939,9.846170272663265,59.15209382461486,403.4161459685664,0.9061215758448682,1.3316399223182773,True,Unity_Flood_Prone,2019-06-01,2019-08-29
Mayom_Agricultural_2020,-1.456992058853747,3.360096832484199,-11.824963977619294,0.0,-2.8897234785128907,6.5094242528005335,-18.87848730482326,0.0,0.0,0.0,10043.648089471297,8.300535611133304,68.09429178602596,403.41614596856647,0.9061215758448682,1.4884462181740632,True,Unity_Flood_Prone,2020-07-01,2020-10-29
Mayom_Agricultural_2021,-1.4159691073923657,3.204376376353064,-12.18247307802085,0.0,-3.064209255857544,6.7772057161972885,-19.129621139319525,0.0,0.0,0.0,15620.44163949207,7.80241840134469,78.7673343298279,403.417331545415,0.906415865635486,1.3473706695376397,True,Unity_Flood_Prone,2021-06-01,2021-11-29
Mayom_Agricultural_2022,-0.7931567066405829,2.7880771369307156,-12.402111321683002,0.0,-1.4202225577335224,4.861246813070697,-18.87407451193797,0.0,0.0,0.0,11387.974188833121,10.702983260181504,67.57288551768308,403.4291873139005,0.9093587635416646,0.0,True,Unity_Flood_Prone,2022-05-01,2022-09-29
Mayom_Agricultural_2023,-0.7789679478656354,2.554501650652648,-11.768552412772074,0.0,-1.58274097226127,5.097209336827554,-18.825591203274374,0.0,0.0,0.0,9953.126273713407,8.046181304537921,82.25058185093191,403.4291873139005,0.9093587635416646,0.0,True,Unity_Flood_Prone,2023-06-01,2023-11-30
