sar_before,sar_after,sar_difference,sar_change,elevation,slope,aspect,water_occurrence,river_distance,water_distance,annual_precipitation,flood_season_precipitation,pre_flood_precipitation,upstream_precipitation,flood_month,flood_label,year
-28.329696655273438,-29.252243041992188,1.032564640045166,-0.9225478172302246,400.0,1.0,90.0,40.0,6.0,1.0,815.4802856445312,684.8460083007812,38.842628479003906,1.1970022916793823,5.0,0.0,2021
-27.550094604492188,-27.034690856933594,0.9812921285629272,0.5154040455818176,409.0,0.0,90.0,16.0,66.128662109375,26.172504425048828,742.03466796875,636.0956420898438,50.449790954589844,1.0606129169464111,5.0,0.0,2021
-27.184274673461914,-29.151309967041016,1.072359323501587,-1.967034935951233,402.0,1.0,270.0,59.0,10.198039054870605,0.0,778.1661376953125,674.5830078125,43.1317024230957,0.9665877223014832,5.0,0.0,2021
-19.125680923461914,-18.69675064086914,0.9775730967521667,0.4289296269416809,413.0,2.0,11.0,20.0,23.25940704345703,2.0,770.06494140625,653.4756469726562,55.18280029296875,1.1515130996704102,5.0,0.0,2021
-30.16581153869629,-28.3641414642334,0.9402744174003601,1.8016706705093384,407.0,1.0,27.0,34.0,1.0,1.0,800.51708984375,672.5022583007812,32.884307861328125,1.193199634552002,5.0,0.0,2021
-27.47121238708496,-28.217947006225586,1.0271824598312378,-0.7467358112335205,416.0,0.0,0.0,58.0,6.7082037925720215,0.0,801.9478759765625,638.830322265625,97.26264953613281,1.545257568359375,5.0,0.0,2022
-16.421619415283203,-17.176292419433594,1.045956015586853,-0.7546719312667847,421.0,1.0,116.0,11.0,89.58794403076172,23.34523582458496,793.1177978515625,626.8670654296875,96.85307312011719,1.483940839767456,5.0,0.0,2022
-28.064077377319336,-28.55405044555664,1.0174591541290283,-0.48997369408607483,402.0,2.0,217.0,35.0,13.0,1.0,704.9050903320312,641.3639526367188,39.06237030029297,0.6992517709732056,5.0,0.0,2022
-21.907991409301758,-19.546913146972656,0.8922275304794312,2.3610777854919434,420.0,0.0,90.0,2.0,57.00876998901367,19.416488647460938,781.7218017578125,606.504150390625,108.13388061523438,1.591620922088623,5.0,0.0,2022
-22.25196075439453,-26.141597747802734,1.1747996807098389,-3.8896358013153076,424.0,1.0,45.0,18.0,31.78049659729004,28.284271240234375,797.13232421875,611.6594848632812,112.25396728515625,1.6481963396072388,5.0,0.0,2022
-22.38695526123047,-21.058279037475586,0.9406495094299316,1.3286772966384888,416.0,1.0,244.0,42.0,82.68010711669922,3.1622776985168457,818.2008056640625,655.88623046875,95.08039855957031,1.4743868112564087,5.0,0.0,2022
-28.943397521972656,-27.724666595458984,0.957892656326294,1.218730092048645,413.0,0.0,0.0,92.0,0.0,0.0,761.7500610351562,608.8233642578125,94.98869323730469,1.4829462766647339,5.0,0.0,2022
-13.780920028686523,-15.932740211486816,1.1561449766159058,-2.1518208980560303,413.0,1.0,34.0,13.0,72.00694274902344,38.94868469238281,779.2276611328125,625.4754638671875,92.29048156738281,1.4081073999404907,5.0,0.0,2022
-28.450233459472656,-28.440298080444336,0.9996507167816162,0.009936969727277756,399.0,1.0,27.0,64.0,43.26661682128906,0.0,748.2913818359375,686.6986083984375,30.83315086364746,0.6843643188476562,5.0,0.0,2022
-16.215538024902344,-15.746670722961426,0.9710853099822998,0.4688677489757538,407.0,0.0,270.0,32.0,71.21797180175781,3.0,703.2000732421875,609.2366333007812,51.007774353027344,0.9109561443328857,5.0,0.0,2022
-21.596017837524414,-30.918245315551758,1.431664228439331,-9.32222843170166,407.0,0.0,315.0,5.0,112.53887939453125,14.142135620117188,755.42138671875,652.8432006835938,52.200687408447266,0.8215619325637817,5.0,1.0,2023
-18.872255325317383,-19.78678321838379,1.0484589338302612,-0.9145286083221436,401.0,1.0,180.0,11.0,158.75137329101562,107.04204559326172,759.3616333007812,691.2543334960938,37.02618408203125,0.5753469467163086,5.0,0.0,2023
-25.653324127197266,-28.39328384399414,1.1068072319030762,-2.739959716796875,405.0,0.0,90.0,15.0,31.38471031188965,3.605551242828369,760.5711059570312,662.3291625976562,55.03827667236328,0.7886817455291748,5.0,0.0,2023
-26.45171546936035,-31.4962158203125,1.1907060146331787,-5.04449987411499,418.0,3.0,270.0,71.0,5.099019527435303,0.0,827.0210571289062,628.0802612304688,97.80583190917969,1.2195231914520264,5.0,0.0,2023
-28.591285705566406,-30.125139236450195,1.053647518157959,-1.5338526964187622,403.0,0.0,0.0,24.0,26.4007568359375,11.704699516296387,773.3167724609375,673.3587646484375,54.71997833251953,0.8075050115585327,5.0,0.0,2023
-28.108936309814453,-28.888267517089844,1.0277254581451416,-0.7793318629264832,411.0,0.0,0.0,96.0,0.0,0.0,711.86572265625,577.222412109375,83.92671966552734,1.1371374130249023,5.0,0.0,2023
-27.54142189025879,-31.26566505432129,1.1352232694625854,-3.724242687225342,418.0,0.0,0.0,72.0,2.0,0.0,827.0210571289062,628.0802612304688,97.80583190917969,1.2195231914520264,5.0,0.0,2023
-29.495586395263672,-26.52858543395996,0.8994086384773254,2.9670016765594482,400.0,1.0,296.0,10.0,79.83106994628906,79.07591247558594,759.138671875,674.233154296875,38.25337219238281,0.6313353180885315,5.0,0.0,2023
-28.309167861938477,-32.11701583862305,1.1345093250274658,-3.8078484535217285,415.0,0.0,0.0,91.0,0.0,0.0,797.5054321289062,633.5721435546875,91.32450103759766,1.2323673963546753,5.0,0.0,2023
-30.945716857910156,-35.45979690551758,1.1458708047866821,-4.514078140258789,403.0,3.0,324.0,66.0,8.485280990600586,0.0,799.1481323242188,732.2828979492188,36.180686950683594,0.690349817276001,5.0,0.0,2024
-27.167755126953125,-24.675853729248047,0.9082772731781006,2.491901159286499,397.0,0.0,0.0,72.0,1.4142135381698608,0.0,772.7158813476562,726.7814331054688,23.49604034423828,0.46752533316612244,5.0,0.0,2024
-18.21450424194336,-21.24627113342285,1.1664479970932007,-3.0317673683166504,415.0,1.0,123.0,32.0,8.246211051940918,2.0,826.5319213867188,713.5966796875,71.99447631835938,1.0486979484558105,5.0,0.0,2024
-27.937772750854492,-30.40577507019043,1.0883392095565796,-2.4680023193359375,402.0,0.0,0.0,86.0,0.0,0.0,784.6373901367188,733.4469604492188,32.23360061645508,0.4772970974445343,5.0,0.0,2024
-18.285240173339844,-16.50360870361328,0.902564525604248,1.781631588935852,414.0,3.0,85.0,32.0,21.931713104248047,6.7082037925720215,804.740478515625,682.6428833007812,76.864990234375,1.1602567434310913,5.0,0.0,2024
-29.63892364501953,-28.356653213500977,0.9567369222640991,1.2822704315185547,402.0,1.0,146.0,15.0,11.180339813232422,1.0,801.2982177734375,729.483642578125,35.79046630859375,0.732050359249115,5.0,0.0,2024
-29.007511138916016,-28.68352699279785,0.9888309836387634,0.3239845931529999,417.0,0.0,0.0,85.0,0.0,0.0,868.27734375,734.1057739257812,81.13981628417969,1.1565300226211548,5.0,0.0,2024
